recordid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
6265,406,10,1,20,2,15,18,11,18,12,17,395,1,0.42,0,33,2,20,20,20,10,10,20,1,7,8,7,8,NA,8,8,7,2,27,Business,8,Univ. of Bombay,,,4,1,1,Minneapolis,"400,051",,1,6,2,Finance,7,4,6,8,9,6,7,8,6,6,7,7,8,9,7,10,2,1,6,NA,20,20,20,20,20,0,40,0,20,30,0,10,20,20,20,20,20,0,6,7,8,8,9,6,8,7,7,8,1,8,8,8,8,8,8,8,2,NA,2,20,20,20,20,10,10,3,7,5,6,7,7,3,3,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,40,10,20,20,5,5,20,20,25,25,15,0,6,7,8,7,8,6,7,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6272,407,11,1,22,2,15,18,16,5,12,6,384,1,0.44,1,23,2,20,20,20,20,20,0,1,9,10,10,7,9,9,9,8,2,24,Film,14,Georgetown University,"1,400.00","25,425.00",2,1,1,New Jersey,"7,901",,3,4,2,Screenwriter,6,8,4,7,9,9,9,7,4,2,9,5,7,10,9,9,7,7,5,NA,30,15,15,15,15,10,50,10,10,10,10,10,50,10,10,10,10,10,7,9,8,7,8,5,6,7,6,7,1,7,7,8,9,6,7,6,6,2,5,50,10,10,10,10,10,7,8,8,7,9,6,3,1,60,10,10,10,5,5,40,10,20,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,7,8,8,7,9,7,7,8,6,8,1,0,0,0,NA,50,10,10,10,10,10,60,10,10,10,5,5,50,10,10,10,10,10,50,10,10,10,10,10,7,8,8,6,8,7,7,6,5,6
6275,407,11,1,22,2,15,18,13,5,9,9,387,1,0.24,1,25,2,20,15,25,15,15,10,1,8,8,8,8,8,8,8,8,2,24,Film,14,Georgetown University,"1,400.00","25,425.00",2,1,1,New Jersey,"7,901",,3,4,2,Screenwriter,6,8,4,7,9,9,9,7,4,2,9,5,7,10,9,9,7,7,5,NA,30,15,15,15,15,10,50,10,10,10,10,10,50,10,10,10,10,10,7,9,8,7,8,5,6,7,6,7,1,8,8,8,8,7,6,7,7,2,5,50,10,10,10,10,10,7,8,8,7,9,6,3,1,60,10,10,10,5,5,40,10,20,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,7,8,8,7,9,7,7,8,6,8,1,0,0,0,NA,50,10,10,10,10,10,60,10,10,10,5,5,50,10,10,10,10,10,50,10,10,10,10,10,7,8,8,6,8,7,7,6,5,6
6288,408,12,1,24,2,15,18,17,7,11,4,382,1,0.43,0,28,2,25,25,25,10,10,5,1,7,6,6,8,6,8,7,5,2,24,International Affairs,13,GW,,"26,170.00",3,1,1,NYC,0,,2,7,1,Diplomat/Business,9,7,7,9,8,9,8,3,5,1,6,2,4,8,6,10,2,1,6,NA,20,10,20,20,10,20,20,25,15,15,10,15,30,15,15,20,10,15,8,7,10,8,9,8,9,8,10,7,1,8,7,7,8,6,6,6,9,2,3,20,15,20,20,10,15,8,7,8,10,9,5,3,2,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,40,10,10,20,10,10,20,20,15,15,15,15,7,7,7,8,8,7,7,7,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6291,408,12,1,24,2,15,18,12,7,6,7,385,1,0.26,0,25,2,25,20,20,20,10,5,1,10,10,8,10,10,10,9,9,2,24,International Affairs,13,GW,,"26,170.00",3,1,1,NYC,0,,2,7,1,Diplomat/Business,9,7,7,9,8,9,8,3,5,1,6,2,4,8,6,10,2,1,6,NA,20,10,20,20,10,20,20,25,15,15,10,15,30,15,15,20,10,15,8,7,10,8,9,8,9,8,10,7,1,7,8,7,7,6,NA,8,8,2,3,20,15,20,20,10,15,8,7,8,10,9,5,3,2,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,40,10,10,20,10,10,20,20,15,15,15,15,7,7,7,8,8,7,7,7,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6293,408,12,1,24,2,15,18,13,7,7,9,387,1,-0.01,0,25,2,20,15,25,15,15,10,1,9,8,8,8,8,8,8,8,2,24,International Affairs,13,GW,,"26,170.00",3,1,1,NYC,0,,2,7,1,Diplomat/Business,9,7,7,9,8,9,8,3,5,1,6,2,4,8,6,10,2,1,6,NA,20,10,20,20,10,20,20,25,15,15,10,15,30,15,15,20,10,15,8,7,10,8,9,8,9,8,10,7,1,9,8,8,10,9,NA,8,8,2,3,20,15,20,20,10,15,8,7,8,10,9,5,3,2,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,40,10,10,20,10,10,20,20,15,15,15,15,7,7,7,8,8,7,7,7,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6295,408,12,1,24,2,15,18,2,7,14,11,389,1,0.32,0,21,2,20,30,20,20,0,10,1,9,10,10,10,10,10,9,10,2,24,International Affairs,13,GW,,"26,170.00",3,1,1,NYC,0,,2,7,1,Diplomat/Business,9,7,7,9,8,9,8,3,5,1,6,2,4,8,6,10,2,1,6,NA,20,10,20,20,10,20,20,25,15,15,10,15,30,15,15,20,10,15,8,7,10,8,9,8,9,8,10,7,1,7,7,8,8,7,8,7,8,2,3,20,15,20,20,10,15,8,7,8,10,9,5,3,2,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,40,10,10,20,10,10,20,20,15,15,15,15,7,7,7,8,8,7,7,7,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6302,408,12,1,24,2,15,18,6,7,18,18,396,1,0.28,0,25,4,15,18,18,18,15,16,1,8,9,9,9,8,6,8,5,1,24,International Affairs,13,GW,,"26,170.00",3,1,1,NYC,0,,2,7,1,Diplomat/Business,9,7,7,9,8,9,8,3,5,1,6,2,4,8,6,10,2,1,6,NA,20,10,20,20,10,20,20,25,15,15,10,15,30,15,15,20,10,15,8,7,10,8,9,8,9,8,10,7,1,5,8,9,8,8,7,8,8,1,3,20,15,20,20,10,15,8,7,8,10,9,5,3,2,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,40,10,10,20,10,10,20,20,15,15,15,15,7,7,7,8,8,7,7,7,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6304,409,13,1,26,2,15,18,4,16,7,2,380,1,0.08,0,33,1,20,20,20,15,15,10,1,8,8,8,8,8,8,7,6,2,23,biomedical engineering,5,ecole polytechnique,,,2,5,5,france,,,2,6,3,research - teaching,2,10,4,1,4,7,8,10,2,8,7,2,6,8,10,10,5,2,7,NA,20,15,20,20,10,15,30,10,20,20,10,10,15,15,20,20,15,15,7,9,8,9,8,7,9,9,7,7,1,7,9,9,8,7,5,7,6,2,NA,15,15,20,20,10,20,7,7,7,7,7,3,1,3,NA,NA,NA,NA,NA,NA,20,20,15,20,5,20,20,15,15,20,15,15,10,20,20,20,10,20,8,8,8,8,7,8,8,8,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6305,409,13,1,26,2,15,18,5,16,8,3,381,1,0.36,1,24,2,20,10,20,35,5,10,1,8,8,8,8,8,9,8,8,2,23,biomedical engineering,5,ecole polytechnique,,,2,5,5,france,,,2,6,3,research - teaching,2,10,4,1,4,7,8,10,2,8,7,2,6,8,10,10,5,2,7,NA,20,15,20,20,10,15,30,10,20,20,10,10,15,15,20,20,15,15,7,9,8,9,8,7,9,9,7,7,1,7,7,7,7,7,8,7,6,2,NA,15,15,20,20,10,20,7,7,7,7,7,3,1,3,NA,NA,NA,NA,NA,NA,20,20,15,20,5,20,20,15,15,20,15,15,10,20,20,20,10,20,8,8,8,8,7,8,8,8,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6308,409,13,1,26,2,15,18,16,16,1,6,384,1,0.06,1,23,2,20,20,20,20,20,0,1,7,10,10,6,8,7,7,7,2,23,biomedical engineering,5,ecole polytechnique,,,2,5,5,france,,,2,6,3,research - teaching,2,10,4,1,4,7,8,10,2,8,7,2,6,8,10,10,5,2,7,NA,20,15,20,20,10,15,30,10,20,20,10,10,15,15,20,20,15,15,7,9,8,9,8,7,9,9,7,7,1,7,9,8,8,7,6,8,7,2,NA,15,15,20,20,10,20,7,7,7,7,7,3,1,3,NA,NA,NA,NA,NA,NA,20,20,15,20,5,20,20,15,15,20,15,15,10,20,20,20,10,20,8,8,8,8,7,8,8,8,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6309,409,13,1,26,2,15,18,12,16,15,7,385,1,0.47,1,25,2,25,20,20,20,10,5,1,9,9,9,9,9,7,9,8,NA,23,biomedical engineering,5,ecole polytechnique,,,2,5,5,france,,,2,6,3,research - teaching,2,10,4,1,4,7,8,10,2,8,7,2,6,8,10,10,5,2,7,NA,20,15,20,20,10,15,30,10,20,20,10,10,15,15,20,20,15,15,7,9,8,9,8,7,9,9,7,7,1,8,8,8,7,7,8,8,7,2,NA,15,15,20,20,10,20,7,7,7,7,7,3,1,3,NA,NA,NA,NA,NA,NA,20,20,15,20,5,20,20,15,15,20,15,15,10,20,20,20,10,20,8,8,8,8,7,8,8,8,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6313,409,13,1,26,2,15,18,2,16,5,11,389,1,0.44,1,21,2,20,30,20,20,0,10,1,7,10,4,8,NA,9,8,7,2,23,biomedical engineering,5,ecole polytechnique,,,2,5,5,france,,,2,6,3,research - teaching,2,10,4,1,4,7,8,10,2,8,7,2,6,8,10,10,5,2,7,NA,20,15,20,20,10,15,30,10,20,20,10,10,15,15,20,20,15,15,7,9,8,9,8,7,9,9,7,7,1,6,8,9,8,8,6,6,6,2,NA,15,15,20,20,10,20,7,7,7,7,7,3,1,3,NA,NA,NA,NA,NA,NA,20,20,15,20,5,20,20,15,15,20,15,15,10,20,20,20,10,20,8,8,8,8,7,8,8,8,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6327,410,14,1,28,2,15,18,12,10,3,7,385,1,-0.35,1,25,2,25,20,20,20,10,5,1,10,10,10,10,7,7,9,10,2,27,Business,8,Cornell University,"1,360.00","26,062.00",2,8,8,"Austin, TX","10,021","55,080.00",1,5,1,business,7,10,8,5,8,1,1,8,10,1,8,2,2,4,4,5,1,1,5,NA,20,20,20,20,10,10,50,10,10,10,5,5,30,10,10,20,10,10,7,10,6,10,10,7,10,10,5,10,1,9,10,5,7,3,5,8,8,2,2,30,10,30,10,15,15,8,10,10,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6331,410,14,1,28,2,15,18,2,10,11,11,389,1,0.12,1,21,2,20,30,20,20,0,10,1,7,10,10,10,NA,9,8,7,2,27,Business,8,Cornell University,"1,360.00","26,062.00",2,8,8,"Austin, TX","10,021","55,080.00",1,5,1,business,7,10,8,5,8,1,1,8,10,1,8,2,2,4,4,5,1,1,5,NA,20,20,20,20,10,10,50,10,10,10,5,5,30,10,10,20,10,10,7,10,6,10,10,7,10,10,5,10,1,7,5,8,4,10,5,8,8,2,2,30,10,30,10,15,15,8,10,10,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6333,410,14,1,28,2,15,18,10,10,1,13,391,1,0.08,1,28,2,35,0,35,10,10,10,1,7,9,8,8,6,6,7,8,2,27,Business,8,Cornell University,"1,360.00","26,062.00",2,8,8,"Austin, TX","10,021","55,080.00",1,5,1,business,7,10,8,5,8,1,1,8,10,1,8,2,2,4,4,5,1,1,5,NA,20,20,20,20,10,10,50,10,10,10,5,5,30,10,10,20,10,10,7,10,6,10,10,7,10,10,5,10,1,7,8,8,4,5,8,7,3,2,2,30,10,30,10,15,15,8,10,10,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6347,411,15,1,30,2,15,18,13,1,13,9,387,1,0.26,1,25,2,20,15,25,15,15,10,1,8,9,9,8,9,8,8,7,2,34,Finance,8,The American University,"1,206.00","22,481.00",2,8,2,Washington DC,"20,817","80,006.00",3,4,1,M&A Advisory,7,7,6,6,7,7,6,3,3,1,8,1,7,6,7,10,8,3,3,NA,35,15,15,25,10,0,40,20,15,15,5,5,60,0,10,20,0,0,8,6,9,7,5,7,7,7,8,6,1,10,10,8,10,6,5,7,6,2,2,80,0,0,20,0,0,9,7,8,10,6,8,1,3,NA,NA,NA,NA,NA,NA,50,0,25,25,0,0,40,20,20,10,10,0,70,20,0,10,0,0,8,7,9,10,7,8,6,8,8,6,1,1,0,0,NA,80,0,10,10,0,0,70,0,10,20,0,0,70,0,15,15,0,0,80,20,0,0,0,0,7,8,8,9,6,7,7,8,9,7
6361,412,16,1,32,2,15,18,8,2,7,5,383,1,0.33,1,27,2,25,20,10,20,15,10,1,7,7,8,NA,NA,NA,8,4,2,27,business,8,,,,2,1,1,New Jersey,"7,032",,1,5,2,millionaire,7,10,10,10,5,8,8,0,7,3,8,6,5,5,8,8,4,4,4,NA,75,5,5,5,5,5,95,1,1,1,1,1,60,10,10,10,5,5,7,7,8,8,8,7,7,10,10,10,1,8,9,9,8,8,8,7,7,2,3,80,10,5,3,2,1,7,8,8,8,9,7,3,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,80,5,1,8,5,1,75,1,2,20,1,1,7,7,8,8,9,6,9,7,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6362,412,16,1,32,2,15,18,16,2,15,6,384,1,0.14,1,23,2,20,20,20,20,20,0,1,8,10,10,10,10,7,7,8,2,27,business,8,,,,2,1,1,New Jersey,"7,032",,1,5,2,millionaire,7,10,10,10,5,8,8,0,7,3,8,6,5,5,8,8,4,4,4,NA,75,5,5,5,5,5,95,1,1,1,1,1,60,10,10,10,5,5,7,7,8,8,8,7,7,10,10,10,1,8,8,8,7,8,8,8,8,2,3,80,10,5,3,2,1,7,8,8,8,9,7,3,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,80,5,1,8,5,1,75,1,2,20,1,1,7,7,8,8,9,6,9,7,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6364,412,16,1,32,2,15,18,14,2,13,8,386,1,-0.15,1,26,2,15,10,30,10,15,20,1,9,9,9,8,NA,NA,8,6,2,27,business,8,,,,2,1,1,New Jersey,"7,032",,1,5,2,millionaire,7,10,10,10,5,8,8,0,7,3,8,6,5,5,8,8,4,4,4,NA,75,5,5,5,5,5,95,1,1,1,1,1,60,10,10,10,5,5,7,7,8,8,8,7,7,10,10,10,1,8,8,8,9,8,7,7,7,2,3,80,10,5,3,2,1,7,8,8,8,9,7,3,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,80,5,1,8,5,1,75,1,2,20,1,1,7,7,8,8,9,6,9,7,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6365,412,16,1,32,2,15,18,13,2,12,9,387,1,-0.09,1,25,2,20,15,25,15,15,10,1,7,7,8,8,8,7,7,7,2,27,business,8,,,,2,1,1,New Jersey,"7,032",,1,5,2,millionaire,7,10,10,10,5,8,8,0,7,3,8,6,5,5,8,8,4,4,4,NA,75,5,5,5,5,5,95,1,1,1,1,1,60,10,10,10,5,5,7,7,8,8,8,7,7,10,10,10,1,9,8,7,9,9,8,7,8,2,3,80,10,5,3,2,1,7,8,8,8,9,7,3,2,NA,NA,NA,NA,NA,NA,75,5,5,5,5,5,80,5,1,8,5,1,75,1,2,20,1,1,7,7,8,8,9,6,9,7,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6385,413,17,1,34,2,15,18,2,3,18,11,389,1,0.36,1,21,2,20,30,20,20,0,10,1,7,10,8,6,NA,NA,6,6,2,26,business,8,Harvard,"1,400.00","26,019.00",2,5,3,"Woburn, MA","1,801",,1,NA,2,Real Estate,8,6,7,5,7,5,3,5,5,4,6,8,6,9,6,6,7,0,8,NA,10,10,30,30,5,15,30,10,10,30,10,10,25,10,20,25,10,10,7,9,7,8,6,7,8,8,6,7,1,9,8,6,7,6,7,8,7,2,0,20,15,30,15,10,10,8,9,9,8,6,8,3,2,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,35,10,10,30,5,10,30,10,20,25,5,10,7,9,8,7,7,7,8,8,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6395,414,18,1,36,2,15,18,5,12,12,3,381,1,-0.32,1,24,2,20,10,20,35,5,10,1,7,8,6,6,7,5,7,5,2,29,business,8,Princeton,"1,460.00","27,230.00",2,2,10,New Jersey,"10,021","55,080.00",6,1,1,business,7,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,5,NA,95,1,1,1,1,1,15,15,15,15,15,25,95,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,9,9,9,9,6,8,4,2,2,95,1,1,1,1,1,8,10,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6396,414,18,1,36,2,15,18,17,12,6,4,382,1,-0.03,1,28,2,25,25,25,10,10,5,1,7,8,8,7,8,7,6,5,2,29,business,8,Princeton,"1,460.00","27,230.00",2,2,10,New Jersey,"10,021","55,080.00",6,1,1,business,7,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,5,NA,95,1,1,1,1,1,15,15,15,15,15,25,95,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,10,8,9,4,8,2,2,2,95,1,1,1,1,1,8,10,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6398,414,18,1,36,2,15,18,16,12,5,6,384,1,-0.32,1,23,2,20,20,20,20,20,0,1,9,8,9,7,10,7,8,4,2,29,business,8,Princeton,"1,460.00","27,230.00",2,2,10,New Jersey,"10,021","55,080.00",6,1,1,business,7,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,5,NA,95,1,1,1,1,1,15,15,15,15,15,25,95,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,10,10,10,8,8,NA,2,2,95,1,1,1,1,1,8,10,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6399,414,18,1,36,2,15,18,12,12,1,7,385,1,-0.49,1,25,2,25,20,20,20,10,5,1,7,9,9,7,9,NA,7,6,2,29,business,8,Princeton,"1,460.00","27,230.00",2,2,10,New Jersey,"10,021","55,080.00",6,1,1,business,7,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,5,NA,95,1,1,1,1,1,15,15,15,15,15,25,95,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,10,10,10,5,8,5,2,2,95,1,1,1,1,1,8,10,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6401,414,18,1,36,2,15,18,13,12,2,9,387,1,-0.28,1,25,2,20,15,25,15,15,10,1,7,8,9,9,9,8,7,7,2,29,business,8,Princeton,"1,460.00","27,230.00",2,2,10,New Jersey,"10,021","55,080.00",6,1,1,business,7,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,5,NA,95,1,1,1,1,1,15,15,15,15,15,25,95,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,10,5,8,5,8,5,2,2,95,1,1,1,1,1,8,10,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
