"","recordid","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3"
"4313",5156,348,8,0,15,2,14,18,16,16,3,6,366,0,0.56,0,27,2,14,18,17,16,15,20,0,5,6,6,6,5,4,5,4,2,21,"EDUCATION",9,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",4,3,3,"CALIFORNIA","92,683","41,778.00",2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,9,10,10,8,8,4,6,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4314",5157,348,8,0,15,2,14,18,16,16,14,7,367,0,0.08,0,27,2,30,15,20,25,5,5,0,5,8,7,6,6,6,6,5,2,21,"EDUCATION",9,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",4,3,3,"CALIFORNIA","92,683","41,778.00",2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,7,7,8,8,8,7,6,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4315",5158,348,8,0,15,2,14,18,16,16,12,8,368,0,0.67,0,24,6,20,10,25,20,10,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"EDUCATION",9,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",4,3,3,"CALIFORNIA","92,683","41,778.00",2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,7,8,8,8,8,7,3,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4316",5159,348,8,0,15,2,14,18,16,16,16,9,369,0,0.39,0,25,2,17,18,28,27,5,5,0,4,4,5,4,4,3,5,7,2,21,"EDUCATION",9,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",4,3,3,"CALIFORNIA","92,683","41,778.00",2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,8,7,6,10,7,3,3,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4317",5160,348,8,0,15,2,14,18,16,16,10,10,370,0,0.13,0,28,2,50,10,10,10,10,10,0,4,7,5,5,5,3,4,3,2,21,"EDUCATION",9,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",4,3,3,"CALIFORNIA","92,683","41,778.00",2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,9,9,10,9,10,6,6,5,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4318",5161,348,8,0,15,2,14,18,16,16,13,11,371,0,-0.38,0,27,2,40,0,10,50,0,0,0,3,8,7,6,7,5,6,9,2,21,"EDUCATION",9,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",4,3,3,"CALIFORNIA","92,683","41,778.00",2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,10,9,9,8,8,5,5,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4319",5162,348,8,0,15,2,14,18,16,16,8,12,372,0,0.06,0,27,2,30,15,15,20,5,15,0,5,9,7,6,5,6,6,5,2,21,"EDUCATION",9,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",4,3,3,"CALIFORNIA","92,683","41,778.00",2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,9,8,10,8,8,8,6,5,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4320",5163,348,8,0,15,2,14,18,16,16,9,13,373,0,0.22,0,29,3,75,5,5,10,0,5,0,6,9,10,10,8,9,7,7,2,21,"EDUCATION",9,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",4,3,3,"CALIFORNIA","92,683","41,778.00",2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,9,9,9,9,9,8,8,5,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4321",5164,348,8,0,15,2,14,18,16,16,1,14,374,0,-0.06,1,30,4,50,10,10,10,5,15,0,5,6,5,5,4,4,6,5,2,21,"EDUCATION",9,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",4,3,3,"CALIFORNIA","92,683","41,778.00",2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,7,10,10,8,8,7,6,6,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4322",5165,348,8,0,15,2,14,18,16,16,15,15,375,0,0.24,0,27,2,30,20,15,15,8,12,0,3,6,6,5,5,3,3,6,2,21,"EDUCATION",9,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",4,3,3,"CALIFORNIA","92,683","41,778.00",2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,9,9,8,8,9,8,6,5,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4323",5166,348,8,0,15,2,14,18,16,16,17,16,376,0,0.19,1,25,4,30,10,15,20,15,10,0,5,9,7,6,6,6,5,7,2,21,"EDUCATION",9,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",4,3,3,"CALIFORNIA","92,683","41,778.00",2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,7,8,10,5,9,6,5,5,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4324",5167,348,8,0,15,2,14,18,16,16,6,17,377,0,-0.07,1,26,4,25,20,10,20,15,10,0,5,9,8,9,8,6,5,6,2,21,"EDUCATION",9,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",4,3,3,"CALIFORNIA","92,683","41,778.00",2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,8,8,8,8,8,7,7,5,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4325",5168,348,8,0,15,2,14,18,16,16,7,18,378,0,-0.04,0,29,2,25,15,20,20,10,10,0,4,8,8,8,7,4,8,7,2,21,"EDUCATION",9,"UC, IRVINE!!!!!!!!!","1,157.00","15,260.00",4,3,3,"CALIFORNIA","92,683","41,778.00",2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,8,9,9,8,8,7,6,5,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,10,20,20,7,7,7,7,7,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4326",5169,349,9,0,17,2,14,18,7,7,4,1,361,0,0.5,1,34,2,30,20,30,5,5,10,0,10,10,10,10,10,9,10,8,2,33,"Organizational Psychology",3,"Augustana College","1,180.00","18,720.00",2,1,7,"New York","66,614","35,963.00",1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,2,8,5,2,8,NA,3,10,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,27,15,15,23,10,10,15,15,15,15,20,20,30,15,15,25,5,10,8,9,9,8,7,8,4,5,7,4,0,3,1,1,NA,25,15,10,20,20,10,30,20,5,20,5,20,15,15,10,20,20,20,35,15,10,20,5,15,8,8,9,8,7,9,5,6,8,7
"4327",5171,349,9,0,17,2,14,18,7,7,13,3,363,0,0.48,0,23,4,25,20,20,20,5,10,1,7,8,7,8,8,7,7,5,2,33,"Organizational Psychology",3,"Augustana College","1,180.00","18,720.00",2,1,7,"New York","66,614","35,963.00",1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,4,8,6,3,7,NA,7,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,27,15,15,23,10,10,15,15,15,15,20,20,30,15,15,25,5,10,8,9,9,8,7,8,4,5,7,4,0,3,1,1,NA,25,15,10,20,20,10,30,20,5,20,5,20,15,15,10,20,20,20,35,15,10,20,5,15,8,8,9,8,7,9,5,6,8,7
"4328",5172,349,9,0,17,2,14,18,7,7,15,4,364,0,-0.01,0,27,3,25,25,25,15,10,0,1,9,8,9,8,9,6,8,4,2,33,"Organizational Psychology",3,"Augustana College","1,180.00","18,720.00",2,1,7,"New York","66,614","35,963.00",1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,5,6,8,7,8,6,5,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,27,15,15,23,10,10,15,15,15,15,20,20,30,15,15,25,5,10,8,9,9,8,7,8,4,5,7,4,0,3,1,1,NA,25,15,10,20,20,10,30,20,5,20,5,20,15,15,10,20,20,20,35,15,10,20,5,15,8,8,9,8,7,9,5,6,8,7
"4329",5173,349,9,0,17,2,14,18,7,7,11,5,365,0,0.45,1,30,2,31.58,10.53,15.79,21.05,10.53,10.53,0,7,7,6,5,6,4,6,3,2,33,"Organizational Psychology",3,"Augustana College","1,180.00","18,720.00",2,1,7,"New York","66,614","35,963.00",1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,1,6,5,8,7,8,8,6,7,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,27,15,15,23,10,10,15,15,15,15,20,20,30,15,15,25,5,10,8,9,9,8,7,8,4,5,7,4,0,3,1,1,NA,25,15,10,20,20,10,30,20,5,20,5,20,15,15,10,20,20,20,35,15,10,20,5,15,8,8,9,8,7,9,5,6,8,7
"4330",5177,349,9,0,17,2,14,18,7,7,9,9,369,0,0.46,1,25,2,17,18,28,27,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,"Organizational Psychology",3,"Augustana College","1,180.00","18,720.00",2,1,7,"New York","66,614","35,963.00",1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,27,15,15,23,10,10,15,15,15,15,20,20,30,15,15,25,5,10,8,9,9,8,7,8,4,5,7,4,0,3,1,1,NA,25,15,10,20,20,10,30,20,5,20,5,20,15,15,10,20,20,20,35,15,10,20,5,15,8,8,9,8,7,9,5,6,8,7
"4331",5178,349,9,0,17,2,14,18,7,7,3,10,370,0,0.24,1,28,2,50,10,10,10,10,10,0,5,6,6,6,5,2,2,4,2,33,"Organizational Psychology",3,"Augustana College","1,180.00","18,720.00",2,1,7,"New York","66,614","35,963.00",1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,1,8,6,7,6,6,6,8,8,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,27,15,15,23,10,10,15,15,15,15,20,20,30,15,15,25,5,10,8,9,9,8,7,8,4,5,7,4,0,3,1,1,NA,25,15,10,20,20,10,30,20,5,20,5,20,15,15,10,20,20,20,35,15,10,20,5,15,8,8,9,8,7,9,5,6,8,7
"4332",5182,349,9,0,17,2,14,18,7,7,12,14,374,0,0.11,0,30,4,50,10,10,10,5,15,1,8,7,6,6,6,6,7,6,2,33,"Organizational Psychology",3,"Augustana College","1,180.00","18,720.00",2,1,7,"New York","66,614","35,963.00",1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,5,9,8,5,7,NA,7,7,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,27,15,15,23,10,10,15,15,15,15,20,20,30,15,15,25,5,10,8,9,9,8,7,8,4,5,7,4,0,3,1,1,NA,25,15,10,20,20,10,30,20,5,20,5,20,15,15,10,20,20,20,35,15,10,20,5,15,8,8,9,8,7,9,5,6,8,7
"4333",5184,349,9,0,17,2,14,18,7,7,10,16,376,0,0.15,0,25,4,30,10,15,20,15,10,0,10,9,8,7,7,6,8,6,2,33,"Organizational Psychology",3,"Augustana College","1,180.00","18,720.00",2,1,7,"New York","66,614","35,963.00",1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,6,4,9,2,10,NA,5,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,27,15,15,23,10,10,15,15,15,15,20,20,30,15,15,25,5,10,8,9,9,8,7,8,4,5,7,4,0,3,1,1,NA,25,15,10,20,20,10,30,20,5,20,5,20,15,15,10,20,20,20,35,15,10,20,5,15,8,8,9,8,7,9,5,6,8,7
"4334",5185,349,9,0,17,2,14,18,7,7,17,17,377,0,-0.32,0,26,4,25,20,10,20,15,10,1,8,8,8,8,8,5,7,6,2,33,"Organizational Psychology",3,"Augustana College","1,180.00","18,720.00",2,1,7,"New York","66,614","35,963.00",1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,5,7,7,4,5,NA,5,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,27,15,15,23,10,10,15,15,15,15,20,20,30,15,15,25,5,10,8,9,9,8,7,8,4,5,7,4,0,3,1,1,NA,25,15,10,20,20,10,30,20,5,20,5,20,15,15,10,20,20,20,35,15,10,20,5,15,8,8,9,8,7,9,5,6,8,7
"4335",5186,349,9,0,17,2,14,18,7,7,18,18,378,0,0.32,1,29,2,25,15,20,20,10,10,0,6,7,6,6,5,3,6,4,2,33,"Organizational Psychology",3,"Augustana College","1,180.00","18,720.00",2,1,7,"New York","66,614","35,963.00",1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,6,6,6,6,5,6,6,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,27,15,15,23,10,10,15,15,15,15,20,20,30,15,15,25,5,10,8,9,9,8,7,8,4,5,7,4,0,3,1,1,NA,25,15,10,20,20,10,30,20,5,20,5,20,15,15,10,20,20,20,35,15,10,20,5,15,8,8,9,8,7,9,5,6,8,7
"4336",5187,350,10,0,19,2,14,18,3,3,18,1,361,0,0.51,1,34,2,30,20,30,5,5,10,1,10,10,10,9,8,8,9,9.5,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,4,9,9,4,9,6,8,8,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4337",5188,350,10,0,19,2,14,18,3,3,12,2,362,0,0.24,1,30,2,20.51,14.53,24.79,17.09,5.98,17.09,1,8,8,8,7,7,7,7,7,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,5,8,8,6,6,5,6,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4338",5189,350,10,0,19,2,14,18,3,3,9,3,363,0,0.27,0,23,4,25,20,20,20,5,10,1,7,8,8,8,7,8,8,6,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,4,8,8,5,5,4,4,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
